hin_Deva,sat_Olck
यह रही लिस्ट।,ᱱᱚᱸᱰᱮ ᱛᱟᱞᱤᱠᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾
आपको यहाँ सभी डॉक्यूमेंटों की लिस्ट मिल जाएगी।,ᱟᱢ ᱛᱟᱞᱤᱠᱟ ᱥᱮᱞᱮᱫᱟᱱ ᱡᱚᱛᱚ ᱱᱚᱛᱷᱤᱢ ᱧᱟᱢᱟ ᱾
कार्ड डिलीवर होने में कितना समय लग जाएगा?,ᱠᱟᱨᱰ ᱥᱟᱨᱵᱷᱟᱨ ᱞᱟᱹᱜᱤᱫ ᱛᱤᱱᱜᱷᱟᱹᱲᱤ ᱚᱠᱛᱚ ᱞᱟᱜᱟᱜᱼᱟ ?
कम से कम 15 से 20 वर्किंग डेज़।,ᱠᱚᱢ ᱠᱟᱨᱛᱮ ᱑᱕ ᱠᱷᱚᱱ ᱒᱐ ᱠᱟᱹᱢᱤᱢᱟᱦᱟ ᱾
"क्या मैं अंदर आ सकती हूँ, सर?","ᱤᱧ ᱵᱚᱞᱚᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱢᱟᱪᱮᱫᱽᱜᱚᱝᱠᱮ ?"
"जी हाँ, प्लीज़ आइए।","ᱦᱮᱸ, ᱵᱚᱞᱚᱱᱢᱮ ᱾"
प्लीज़ बैठिए।,ᱫᱟᱭᱟᱠᱟᱛᱮ ᱟᱢᱟᱜ ᱡᱟᱭᱜᱟᱨᱮ ᱫᱩᱲᱩᱵᱽᱢᱮ ᱾
"बताइए, मैं आपकी कैसे मदद कर सकता हूँ?","ᱞᱟᱹᱭᱢᱮ, ᱪᱮᱠᱟᱞᱮᱠᱟᱛᱮᱧ ᱜᱚᱲᱚ ᱫᱟᱲᱮᱭᱟᱢᱟ ?"
"सर, मैं होप एन.जी.ओ. से आई हूँ।","ᱢᱟᱪᱮᱫᱽᱜᱚᱝᱠᱮ, ᱤᱧ ᱫᱚ ᱦᱳᱯ ᱮᱱᱡᱤᱳ ᱠᱷᱚᱱᱤᱧ ᱦᱮᱡᱽᱟᱠᱟᱱᱟ ᱾"
हम ज़रूरतमंद लोगों के लिए कुछ स्कूल चला रहे हैं।,ᱟᱞᱮ ᱫᱚ ᱥᱩᱵᱤᱫᱷᱟ ᱵᱟᱝ ᱧᱟᱢᱠᱩ ᱞᱟᱹᱜᱤᱫᱽ ᱠᱤᱪᱷᱩ ᱤᱥᱠᱩᱞᱞᱮ ᱪᱟᱞᱟᱣᱟ ᱾
झुग्गी-झोपड़ी वाले इलाकों में हमारे 3 स्कूल हैं।,ᱵᱚᱥᱛᱤ ᱴᱚᱴᱷᱟᱨᱮ ᱟᱞᱮᱭᱟᱜ ᱓ ᱤᱥᱠᱩᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾
यह बहुत अच्छी बात है!,ᱚᱱᱟ ᱫᱚ ᱥᱟᱹᱨᱤᱜᱤ ᱟᱹᱰᱤ ᱵᱷᱟᱜᱮ ᱵᱮᱯᱟᱨ !
मुझे यह कहना ही पड़ेगा कि यह वाकई बहुत अच्छी पहल है।,"ᱱᱤᱦᱟᱹᱛᱜᱤᱧ ᱞᱟᱹᱭᱟ, ᱱᱤᱭᱟᱹ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱢᱟᱨᱟᱝ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ"
"तो, मैं आपकी कैसे मदद कर सकता हूँ?","ᱟᱫᱚ, ᱪᱮᱫᱽᱛᱮ ᱟᱢᱤᱧ ᱜᱚᱲᱚ ᱫᱟᱲᱮᱭᱟᱢᱟ ?"
"सर, मुझे आपके ऑफ़िस के बारे में कुछ जानकारी चाहिए।",ᱢᱟᱪᱮᱛ ᱜᱚᱝᱠᱮ ᱟᱢᱟᱜᱽ ᱚᱯᱷᱤᱥ ᱵᱟᱵᱚᱫᱽ ᱠᱤᱪᱷᱩ ᱛᱮᱛᱮᱫᱽ ᱵᱟᱰᱟᱭᱤᱧ ᱠᱷᱚᱡᱽᱠᱟᱱᱟ ᱾
जैसा कि आप जानते हैं कि हमारे छात्र मजदूर परिवारों से हैं।,ᱡᱮᱞᱮᱠᱟᱢ ᱵᱟᱰᱟᱭᱜᱮᱭᱟ ᱟᱞᱮᱨᱮᱱ ᱯᱟᱹᱴᱷᱣᱟᱹ ᱠᱩᱫᱚ ᱠᱟᱹᱢᱤᱡᱚᱝ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱠᱷᱚᱱ ᱠᱟᱱᱟᱠᱩ ᱾
मुझे जानना चाहती हूँ कि हमारे 10वीं क्लास के छात्रों के लिए काम के कोई अवसर हैं क्या।,ᱤᱧ ᱵᱟᱰᱟᱭ ᱥᱟᱱᱟᱧ ᱠᱟᱱᱟ ᱟᱞᱮᱨᱮᱱ ᱑᱐ ᱜᱨᱮᱰ ᱯᱟᱹᱴᱷᱣᱟᱹᱠᱩ ᱞᱟᱹᱜᱤᱫᱽ ᱡᱟᱦᱟᱸᱱ ᱥᱩᱵᱤᱫᱷᱟᱠᱩ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"हाँ, मुझे बताइए कि आप क्या जानना चाहती हैं?","ᱦᱮᱸ, ᱞᱟᱹᱭᱟᱹᱧ ᱢᱮ ᱟᱢ ᱪᱮᱫᱽ ᱵᱟᱰᱟᱭᱮᱢ ᱠᱷᱚᱡᱽ ᱠᱟᱱᱟ ?"
यह वास्तव में एक बहुत अच्छा विचार है।,ᱚᱱᱟ ᱫᱚ ᱥᱟᱹᱨᱤᱜᱤ ᱵᱷᱟᱜᱤ ᱦᱩᱫᱤᱥ ᱾
लेकिन क्या वे पढ़ाई करते-करते काम करेंगे?,"ᱢᱮᱱᱠᱷᱟᱱ, ᱯᱟᱲᱦᱟᱣ ᱚᱠᱛᱮᱨᱮ ᱦᱚᱸ ᱩᱝᱠᱩ ᱫᱚᱠᱩ ᱠᱟᱹᱢᱤᱭᱟ ?"
"नहीं सर, वो नहीं करेंगे।","ᱵᱟᱝ ᱜᱚᱝᱠᱮ, ᱢᱵᱟᱝᱠᱩ ᱠᱟᱹᱢᱤᱭᱟ ᱾"
वो अगले महीने 10वीं क्लास की परीक्षा दे देंगे।,ᱩᱝᱠᱩ ᱫᱚ ᱑᱐ᱜᱨᱮᱰ ᱨᱮᱭᱟᱜ ᱵᱤᱰᱟᱹᱣ ᱫᱟᱨᱟᱭᱠᱟᱱ ᱢᱟᱹᱱᱦᱟᱹ ᱨᱮᱠᱩ ᱪᱟᱵᱟᱭᱟ ᱾
इसलिए हम चाहते हैं कि परीक्षा के बाद वे कहीं काम करें ताकि वे कमाना शुरू कर सकें।,"ᱚᱱᱟᱛᱮ, ᱵᱤᱰᱟᱹᱣ ᱛᱟᱭᱚᱢ, ᱟᱞᱮ ᱫᱚ ᱩᱝᱠᱩ ᱡᱟᱦᱟᱸᱨᱮ ᱞᱟᱜᱟᱣᱠᱩ ᱞᱮ ᱢᱮᱱᱡᱚᱧ ᱠᱟᱱᱟ ᱛᱟᱦᱚᱞᱮ ᱠᱷᱟᱱ ᱩᱝᱠᱩ ᱫᱚ ᱨᱳᱡᱜᱟᱨ ᱠᱩ ᱮᱛᱚᱦᱚᱵᱽ ᱫᱟᱲᱤᱭᱟᱜᱼᱟ ᱾"
"वे अनुशासन, टीम वर्क, वगैरा के बारे में सीखेंगे।","ᱩᱝᱠᱩ ᱫᱚ ᱟᱹᱨᱤᱪᱟᱹᱞᱤ, ᱴᱤᱢᱨᱮ ᱠᱟᱹᱢᱤ, ᱮᱢᱟᱱᱛᱮᱭᱟᱜᱽᱠᱩ ᱦᱚᱸ ᱠᱩ ᱪᱮᱫᱽᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
"ओह, ठीक है! ऐसा तो हो सकता है।","ᱳᱦ, ᱴᱷᱤᱠᱜᱮᱭᱟ ! ᱚᱱᱟ ᱫᱚ ᱠᱚᱨᱟᱣ ᱜᱟᱱᱚᱜᱼᱟ ᱾"
यह तो उनके लिए भी बहुत अच्छा होगा।,ᱚᱱᱟ ᱫᱚ ᱩᱝᱠᱩ ᱞᱟᱹᱜᱤᱫᱽᱛᱮ ᱦᱚᱸ ᱵᱷᱟᱜᱤᱜᱮᱭᱟ ᱾
वे अलग-अलग चीज़ें भी सीख पाएँगे।,ᱩᱝᱠᱩ ᱫᱚ ᱵᱷᱮᱜᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱡᱤᱱᱤᱥᱠᱩ ᱪᱮᱫᱽᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
"हाँ, सर, हम नहीं चाहते कि वे वापस झुग्गी-झोपड़ी वाले माहौल में जाएँ।","ᱦᱮᱸ, ᱢᱟᱪᱮᱫᱽᱜᱚᱝᱠᱮ, ᱟᱞᱮ ᱵᱟᱝᱞᱮ ᱠᱷᱚᱡᱚᱜᱼᱟ ᱩᱝᱠᱩ ᱵᱳᱥᱛᱤ ᱞᱟᱭᱚᱧᱨᱮᱠᱩ ᱨᱩᱣᱟᱹᱲ ᱥᱮᱱᱚᱜᱼᱢᱟ ᱾"
"अगर वे किसी ऑफ़िस में काम करने लगेंगे, तो उन्हें काम करने का ढंग जानने का मौका मिलेगा।","ᱩᱝᱠᱩ ᱫᱚ ᱡᱟᱦᱟᱸᱱ ᱚᱯᱷᱤᱥᱨᱮ ᱠᱟᱹᱢᱤᱠᱩ ᱮᱛᱚᱦᱚᱵᱽ ᱞᱮᱠᱷᱟᱱ, ᱩᱝᱠᱩ ᱫᱚ ᱠᱟᱹᱢᱤᱭ ᱞᱟᱠᱪᱟᱨ ᱥᱟᱶᱛᱮᱠᱩ ᱩᱯᱩᱨᱩᱢᱚᱜᱼᱟ ᱾"
"हाँ, यह उन्हें प्रोत्साहित भी करेगा।","ᱦᱮᱸ, ᱚᱱᱟ ᱫᱚ ᱩᱝᱠᱩ ᱞᱟᱹᱜᱤᱫ ᱩᱫᱜᱟᱹᱣᱟᱱᱟᱜᱽ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
मैं देखता हूँ कि मैं उनमें से कुछ को अपनी पैकेजिंग यूनिट में ले सकूँ।,ᱤᱧ ᱩᱝᱠᱩ ᱢᱩᱫᱽ ᱠᱷᱚᱱ ᱡᱟᱦᱟᱸᱭ ᱤᱧᱟᱜ ᱯᱮᱠᱮᱴᱤᱝ ᱤᱭᱩᱱᱤᱴᱨᱮᱧ ᱡᱚᱯᱚᱲᱟᱣ ᱫᱟᱲᱮᱭᱟᱠᱩᱣᱟ ᱥᱮ ᱵᱟᱝ ᱚᱱᱟᱧ ᱵᱤᱰᱟᱹᱣᱟ ᱾
आपके आश्वासन के लिए बहुत-बहुत धन्यवाद।,ᱟᱢᱟᱜ ᱱᱤᱭᱟᱹ ᱟᱥ ᱮᱢ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ ᱾
परीक्षा पूरी होने के बाद मैं कुछ छात्रों को लेकर आऊँगी।,ᱢᱤᱫᱫᱷᱟᱣ ᱵᱤᱰᱟᱹᱣ ᱪᱟᱵᱟᱞᱮᱱᱠᱷᱟᱱ ᱤᱧ ᱫᱚ ᱩᱝᱠᱩ ᱢᱩᱫᱽ ᱠᱷᱚᱱ ᱠᱤᱪᱷᱩᱧ ᱟᱹᱜᱩᱠᱩᱣᱟ ᱾
मदद देने के लिए फिर से धन्यवाद।,ᱟᱨ ᱢᱤᱫᱫᱷᱟᱣ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ ᱟᱢᱟᱜ ᱱᱤᱭᱟᱹ ᱜᱚᱲᱚᱣᱟᱱ ᱢᱚᱱᱮ ᱞᱟᱹᱜᱤᱫᱽᱛᱮ ᱾
इस लिट्टी से मुझे इडली की याद आ रही है।,ᱱᱚᱶᱟ ᱞᱤᱴᱴᱤ ᱤᱧ ᱤᱰᱞᱤ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟᱭ ᱫᱤᱥᱟᱹ ᱟᱪᱚᱭᱫᱤᱧᱟ ᱾
वैसे ये दोनों बहुत अलग हैं लेकिन इसके आकार से मुझे उसकी याद आ रही है।,ᱵᱟᱱᱟᱨᱜᱮ ᱵᱷᱮᱜᱟᱨ ᱜᱮᱭᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱜᱚᱲᱦᱚᱱ ᱤᱧᱮ ᱩᱭᱦᱟᱹᱨᱟᱹᱧ ᱟᱪᱚᱧ ᱠᱟᱱᱟ ᱾
"हाँ, ये बिहार का मुख्य भोजन है।","ᱦᱮᱸ, ᱱᱚᱶᱟᱫᱚ ᱵᱤᱦᱟᱨᱤ ᱠᱚᱣᱟᱜ ᱠᱟᱱᱟ ᱾"
साइड डिश को चोखा कहते हैं।,ᱥᱟᱶᱛᱮᱱᱟᱜ ᱡᱚᱢᱟᱜ ᱫᱚ ᱪᱳᱠᱷᱟ ᱠᱚ ᱢᱮᱛᱟᱜᱼᱟ ᱾
लिट्टी मुख्य रूप से गेहूँ से बनती है और चोखा बैंगन और टमाटर से बनता है।,ᱞᱤᱴᱴᱤ ᱫᱚ ᱜᱩᱦᱩᱢᱛᱮ ᱵᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱪᱳᱠᱷᱟᱫᱚ ᱵᱮᱸᱜᱟᱲ ᱟᱨ ᱵᱤᱞᱟᱹᱛᱤᱛᱮ ᱵᱮᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱾
इसमें कौन-से तेल का इस्तेमाल करते हैं?,ᱱᱚᱶᱟᱨᱮ ᱩᱱᱠᱩ ᱪᱮᱫ ᱥᱩᱱᱩᱢ ᱠᱚ ᱵᱮᱣᱦᱟᱨᱟ ?
यह केरल की पाक शैली से कुछ अलग लग रहा है।,ᱱᱚᱶᱟᱫᱚ ᱠᱮᱨᱟᱞᱟ ᱨᱮᱭᱟᱜ ᱡᱚᱢᱟᱜ ᱠᱷᱳᱱ ᱵᱷᱮᱜᱟᱨ ᱜᱮᱭᱟ ᱢᱚᱱᱮ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
आम तौर पर चोखे में सरसों के तेल का इस्तेमाल किया जाता है।,ᱪᱳᱠᱦᱟ ᱨᱮᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱᱚᱛᱚ ᱛᱩᱲᱤ ᱥᱩᱱᱩᱢ ᱵᱮᱣᱦᱟᱨᱚᱜᱼᱟ ᱾
बिहारी पाक शैली में सभी खानों में सरसों के तेल का इस्तेमाल किया जाता है।,ᱵᱤᱦᱟᱨᱤ ᱡᱚᱢᱟᱜ ᱨᱮᱭᱟᱜ ᱥᱟᱱᱟᱢ ᱨᱮᱜᱮ ᱛᱩᱲᱤ ᱥᱩᱱᱩᱢ ᱠᱚ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ᱾
आपके सामने कौन-सी डिश रखी है?,ᱟᱢ ᱥᱟᱢᱟᱝ ᱨᱮᱫᱚ ᱪᱮᱫ ᱡᱚᱢᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ ?
इसे पुट्टू कहते हैं और आम तौर पर हम इसे काले चने के साथ खाते हैं।,ᱱᱚᱶᱟᱫᱚ ᱯᱩᱴᱴᱟ ᱠᱚ ᱢᱮᱛᱟᱜᱼᱟ ᱟᱨ ᱟᱞᱮᱫᱚ ᱦᱮᱸᱫᱮ ᱵᱷᱩᱴ ᱥᱟᱶᱞᱮ ᱡᱚᱢᱟ ᱾
"ये कई प्रकार की होती हैं लेकिन जो मैंने ऑर्डर की है, वह चावल के आटे से बनी है।","ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱟᱭᱢᱟ ᱦᱟᱹᱴᱤᱧ ᱢᱮᱱᱟᱜᱼᱟ, ᱮᱱᱠᱷᱟᱱ ᱤᱧ ᱡᱟᱦᱟᱸᱧ ᱚᱰᱟᱨ ᱟᱠᱟᱫᱟ ᱚᱱᱟᱫᱚ ᱪᱟᱣᱞᱤ ᱜᱩᱸᱰᱟᱹᱛᱮ ᱵᱮᱱᱟᱜᱼᱟ ᱾"
"ओह, क्या ये काले चने वाली साइड डिश मसालेदार है?","ᱳᱦ, ᱦᱮᱸᱫᱮ ᱵᱷᱩᱴ ᱥᱟᱶᱛᱮ ᱡᱚᱢᱟᱜ ᱫᱚ ᱪᱮᱫ ᱢᱚᱥᱞᱟ ᱟᱱᱟᱜ ᱜᱮᱭᱟ ?"
मैंने पुट्टू के बारे में पहले नहीं सुना।,ᱯᱩᱴᱴᱩ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ ᱞᱟᱦᱟᱛᱮᱫᱚ ᱵᱟᱹᱧ ᱟᱸᱡᱚᱢ ᱟᱠᱟᱫᱟ ᱾
क्या इसके ऊपर नारियल डाला हुआ है?,ᱚᱱᱟ ᱪᱮᱛᱟᱱ ᱨᱮᱫᱚ ᱪᱮᱫ ᱱᱟᱹᱲᱠᱚᱞ ᱠᱚ ᱪᱩᱨᱩᱡᱡ ᱟᱜᱼᱟ ?
"हाँ, नारियल का आम तौर पर केरल की कई डिशों में इस्तेमाल किया जाता है।","ᱦᱮᱸ, ᱠᱮᱨᱟᱞᱟ ᱨᱮᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱᱚᱛᱚ ᱟᱭᱢᱟ ᱡᱚᱢᱟᱜᱨᱮ ᱵᱮᱣᱦᱟᱨᱚᱜᱼᱟ ᱾"
उनमें भरपूर मसाला भी होता है इसलिए अधिकतर व्यंजनों में मसाले की मात्रा ज़्यादा होती है।,ᱱᱚᱶᱟ ᱠᱚᱨᱮ ᱢᱚᱥᱞᱟᱦᱚᱸ ᱟᱭᱢᱟ ᱛᱟᱦᱮᱱᱟ ᱚᱱᱟᱛᱮ ᱵᱟᱹᱲᱛᱤ ᱡᱚᱢᱟᱜ ᱨᱮᱜᱮ ᱢᱚᱥᱞᱟ ᱫᱚ ᱰᱷᱮᱨᱜᱮ ᱛᱟᱦᱮᱱᱟ ᱾
क्या लिट्टी आपकी पसंदीदा डिश है?,ᱞᱤᱴᱴᱤ ᱫᱚ ᱟᱢᱟᱜ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱠᱩᱥᱤᱭᱟᱜ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ ?
लिट्टी मेरी पसंदीदा डिशों में से एक है।,ᱞᱤᱴᱴᱤ ᱫᱚ ᱤᱧᱟᱹᱜ ᱠᱩᱥᱤᱭᱟᱜ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ ᱾
मेरी पसंदीदा बिहारी डिश सत्तू का पराठा है।,ᱤᱧᱟᱹᱜ ᱠᱩᱥᱤᱭᱟᱜ ᱵᱤᱦᱟᱨᱤ ᱡᱚᱢᱟᱜ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱥᱟᱹᱛᱩ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱚᱴᱟ ᱾
वह इंडियन टैको जैसी दिखती है।,ᱱᱚᱶᱟᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱴᱮᱠᱳ ᱞᱮᱠᱟ ᱧᱮᱞᱚᱜᱼᱟ ᱾
"मैंने उसके बारे में कभी नहीं सुना, क्या वह बहुत हेल्दी है?","ᱤᱧᱫᱚ ᱛᱤᱥᱦᱚᱸ ᱵᱟᱹᱧ ᱟᱸᱡᱚᱢ ᱟᱠᱟᱫᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱱᱚᱶᱟᱫᱚ ᱟᱹᱰᱤ ᱵᱷᱟᱜᱮ ᱜᱮᱭᱟ ᱾"
अरे हाँ! वह बहुत हेल्दी डिश है।,"ᱳᱦ ᱦᱮᱸ, ᱱᱚᱶᱟᱫᱚ ᱟᱹᱰᱤ ᱥᱟᱶᱟᱨᱼᱟᱱ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ ᱾"
इसे बेसन और दूसरे जड़ी-बूटी मसालों से बनाया जाता है।,ᱱᱚᱶᱟᱫᱚ ᱵᱷᱩᱴ ᱦᱚᱞᱚᱝ ᱟᱨ ᱮᱴᱟᱜ ᱨᱟᱱᱚᱜᱼᱟᱱ ᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱾
"इसका स्वाद भी तीखा होता है, इसलिए मुझे यह बहुत पसंद है।","ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱢᱤᱫ ᱡᱚᱡᱚ ᱥᱟᱫ ᱦᱚᱸ ᱢᱮᱱᱟᱜᱼᱟ, ᱚᱱᱟᱛᱮᱜᱮ ᱱᱚᱶᱟᱫᱚ ᱤᱧᱟᱹᱜ ᱠᱩᱥᱤᱭᱟᱜ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ ᱾"
"आप बताइये, केरल के भोजन में आपकी पसंदीदा डिश कौन-सी है?","ᱟᱢᱟᱜ ᱫᱚ ᱪᱮᱫ, ᱠᱮᱨᱟᱞᱟ ᱨᱮᱭᱟᱜ ᱟᱢᱟᱜ ᱠᱩᱥᱤ ᱞᱮᱠᱟᱱ ᱡᱚᱢᱟᱜ ᱫᱚ ᱪᱮᱫ ᱠᱟᱱᱟ ?"
अप्पम और स्टू मुझे बहुत पसंद हैं।,ᱟᱯᱯᱟᱢ ᱟᱨ ᱥᱴᱩ ᱤᱧᱟᱹᱜ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟ ᱾
यह खमीरी चावल के आटे से बनाया जाता है और यह ख़स्ता किनारों वाला पैनकेक है।,ᱱᱚᱶᱟᱫᱚ ᱟᱛᱟ ᱪᱟᱣᱞᱤ ᱜᱩᱸᱰᱟᱹᱛᱮ ᱵᱮᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱟᱨ ᱱᱚᱶᱟᱫᱚ ᱠᱷᱟᱥᱛᱟ ᱯᱮᱱᱠᱮᱠ ᱞᱮᱠᱟᱱᱟᱜ ᱠᱟᱱᱟ ᱾
"ओह, ये सुनने में स्वादिष्ट लग रहा है।","ᱳᱦ, ᱟᱹᱰᱤ ᱥᱤᱵᱤᱞ ᱵᱩᱡᱷᱟᱹᱜ ᱠᱟᱱᱟ ᱾"
हमें ऐसा अधिक बार करना चाहिए।,ᱱᱚᱶᱟ ᱟᱵᱚ ᱟᱨᱦᱚᱸ ᱜᱷᱟᱱᱮ ᱜᱷᱟᱱᱮ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ ᱾
"माफ़ कीजिये, क्या यहाँ ग्लूटन-फ़्री खाना मिलेगा?","ᱤᱠᱟᱹ ᱠᱟᱹᱧᱢᱮ, ᱱᱚᱸᱰᱮ ᱜᱞᱩᱴᱮᱱ ᱯᱷᱨᱤ ᱡᱚᱢᱟᱜ ᱧᱟᱢᱚᱜᱼᱟ ?"
मैं डाइबिटिक हूँ और मेरी दोस्त को ग्लूटन से एलर्जी है।,ᱤᱧᱫᱚ ᱰᱟᱭᱟᱵᱮᱴᱤᱠ ᱜᱤᱭᱟᱹᱧ ᱟᱨ ᱤᱧᱨᱮᱱ ᱜᱟᱛᱮ ᱫᱚ ᱜᱞᱩᱴᱮᱱᱨᱮ ᱮᱞᱟᱨᱡᱤ ᱢᱮᱱᱟᱜ ᱛᱟᱭᱟ ᱾
"बिल्कुल, आप क्या लेना चाहेंगी?","ᱮᱠᱟᱞ ᱜᱮ, ᱟᱢᱟᱜ ᱪᱮᱫ ᱜᱚᱨᱚᱡᱽ ᱢᱮᱱᱟᱜ ᱛᱟᱢᱟ ?"
मैं सोच रही थी कि आप ही अपनी कुछ डिशेज़ बताएँ।,ᱤᱧ ᱟᱥᱚᱜ ᱠᱟᱱᱟᱹᱧ ᱡᱮ ᱟᱢ ᱟᱢᱟᱜ ᱡᱚᱢᱟᱜ ᱨᱮᱭᱟᱜ ᱠᱤᱪᱷᱤᱢ ᱞᱟᱹᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
मैंने सुना है कि इस रेस्तराँ में बहुत हेल्दी खाना मिलता है।,ᱤᱧ ᱟᱸᱡᱚᱢ ᱟᱠᱟᱫᱟ ᱱᱤᱭᱟᱹ ᱡᱚᱢᱡᱤᱨᱟᱹᱣ ᱚᱲᱟᱜᱨᱮ ᱟᱹᱰᱤ ᱥᱟᱶᱟᱨᱼᱟᱱ ᱡᱚᱢᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"जो कस्टमर ग्लूटन-फ़्री डाइट चाहते हैं, हम उन्हें चावल, कॉर्न, अलसी और बाजरा वगैरह दे सकते हैं।","ᱜᱞᱩᱴᱮᱱᱼᱯᱷᱨᱤ ᱡᱚᱢᱟᱜ ᱠᱚ ᱯᱟᱸᱡᱟᱭᱮᱫᱟ ᱚᱱᱠᱟᱱ ᱠᱤᱨᱤᱧᱩᱭᱟ ᱠᱚ ᱞᱟᱹᱜᱤᱫ, ᱟᱞᱮ ᱫᱟᱠᱟ,ᱡᱚᱸᱰᱨᱟ, ᱥᱚᱱ ᱤᱛᱟᱹ ᱟᱨ ᱵᱟᱡᱽᱲᱟ ᱨᱮᱭᱟᱜ ᱞᱮ ᱮᱢᱟ ᱠᱚᱣᱟ ᱾"
हमारे पास कई तरह की सलादें और स्मूदी भी हैं।,ᱟᱞᱮᱫᱚ ᱥᱟᱞᱟᱰ ᱟᱨ ᱱᱟᱯᱟᱭ ᱥᱤᱢᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ ᱾
हमारे पास डाइबिटिक-फ़्रेंडली मेन्यू भी है।,ᱟᱞᱮᱭᱟᱜᱫᱚ ᱰᱟᱭᱟᱵᱮᱴᱤᱪ ᱦᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱞᱮᱠᱟᱱ ᱢᱮᱱᱩᱦᱚᱸ ᱢᱮᱱᱟᱜᱼᱟ ᱾
मैं लोकल खानों के मेन्यू के बारे में सोच रही थी जो ग्लूटन-फ़्री हों।,ᱤᱧᱫᱚ ᱥᱩᱨ ᱠᱚᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱡᱚᱢᱟᱜ ᱤᱧ ᱯᱟᱸᱡᱟᱭᱮᱫᱟ ᱡᱟᱦᱟᱸᱫᱚ ᱜᱞᱩᱴᱮᱱᱼᱯᱷᱨᱤ ᱜᱮᱭᱟ ᱾
मशरूम ब्राउन राइस या चिकन क्विनोआ बिरयानी जैसा कुछ।,ᱢᱟᱥᱨᱩᱢ ᱵᱨᱟᱣᱩᱱ ᱨᱟᱭᱤᱥ ᱥᱮ ᱪᱤᱠᱮᱱ ᱠᱩᱭᱱᱚᱣᱟ ᱵᱤᱨᱤᱭᱟᱱᱤ ᱞᱮᱠᱟᱱᱟᱜ ᱠᱤᱪᱷᱤ ᱾
"हाँ, ये ऑप्शन यहाँ मिल जाएंगे।","ᱦᱮᱸ, ᱱᱚᱶᱟ ᱠᱚᱫᱚ ᱱᱚᱰᱮ ᱧᱟᱢᱚᱜᱼᱟ ᱾"
हमारे पास कुछ ग्लूटन-फ़्री सूप भी हैं जिन्हें आप चाहें तो देख सकती हैं।,ᱟᱞᱮᱴᱷᱮᱱ ᱠᱤᱪᱷᱤ ᱜᱞᱩᱴᱮᱱᱼᱯᱷᱨᱤ ᱥᱩᱯ ᱡᱚᱢᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱟᱦᱟᱸᱫᱚ ᱟᱢᱮᱢ ᱧᱮᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
